NUM_BODIES 
9

NUM_STEPS
365

NAMES
Sun
Mercury
Venus
Earth
Mars
Jupiter
Saturn
Uranus
Neptune

MASSES
1.989e+30
3.3011e+23
4.8675e+24
5.972e+24
6.4171e+23
1.89819e+27
5.6834e+26
8.6813e+25
1.02413e+26
 
RADII
695700000.0
2439700
6051800
6371000.0
3389500
71492000
54364000
24973000
24341000

TRAJECTORIES
166, 0, 0, -28221024838.28337, 40817803742.05693, 7256172582.23647, 107841441210.0063, 146207015942.7211, -40735854545.20636, 31080910945.18648, -226264150029.82968, -715771982816.4132, -194582178885.4592, -1345086786087.1467, -145737018208.83078, -2739480987463.6245, -101951907920.87564, -4443757927036.708, -78879105495.79109
167, 0, 0, -31581982620.752228, 37384227956.43288, 4230077248.398376, 107986500275.76161, 146877836802.81427, -38289061783.42598, 33157583288.936737, -226161383090.7883, -715474860428.3453, -195727799662.46866, -1344996694807.9072, -146611689163.85623, -2739459008413.334, -102565801845.77129, -4443749563920.335, -79354231052.93208
168, 0, 0, -34675598545.80629, 33634617043.72345, 1200656664.397481, 108046667001.62254, 147506982132.07083, -35831404750.06129, 35231500800.58275, -226039825488.55023, -715176000163.907, -196872945019.98315, -1344906064794.5894, -147486301394.04416, -2739436897423.5933, -103179690830.83192, -4443741150580.511, -79829355713.2081
169, 0, 0, -37464119772.30387, 29589440183.903698, -1829708044.3991823, 108021856403.7784, 148094281718.60495, -33363582806.42762, 37302498452.551414, -225899534059.4365, -714875402853.3037, -198017612205.16992, -1344814896089.4255, -148360854549.72186, -2739414654495.6035, -103793574846.4962, -4443732687017.333, -80304479471.24931
170, 0, 0, -39911177758.391525, 25274892413.187706, -4858632895.978548, 107912050285.633, 148639576733.6076, -30886297794.83776, 39370412279.90593, -225740566917.97906, -714573069331.47, -199161798466.85696, -1344723188734.8984, -149235348281.25192, -2739392279630.5723, -104407453863.20308, -4443724173230.901, -80779602321.68591
171, 0, 0, -41982903877.34484, 20722924826.767246, -7883732925.799038, 107717297370.77263, 149142719761.47342, -28400253865.43498, 41435079385.59319, -225562983438.6027, -714269000438.0654, -200305501055.54227, -1344630942773.7407, -150109782239.03235, -2739369772829.715, -105021327851.39186, -4443715609221.314, -81254724259.1481
172, 0, 0, -43649109690.7062, 15971010786.741966, -10902624068.342966, 107437713383.28639, 149603574827.70764, -25906157302.864594, 43496337945.411514, -225366844237.42996, -713963197017.4707, -201448717223.40298, -1344538158248.9353, -150984156073.49683, -2739347134094.2534, -105635196781.50217, -4443706994988.674, -81729845278.26608
173, 0, 0, -44884455970.29762, 11061616301.115242, -13912925044.622715, 107073481075.0014, 150022017424.62015, -23404716352.797787, 45554027212.70393, -225152211154.21274, -713655659918.7834, -202591444224.30466, -1344444835203.7148, -151858469435.11493, -2739324363425.418, -106249060623.97397, -4443698330533.079, -82204965373.67009
174, 0, 0, -45669520356.40323, 6041368488.363026, -16912259254.133785, 106624850199.23666, 150397934534.8131, -20896641048.321068, 47607987522.7825, -224919147234.39264, -713346389995.8142, -203733679313.81042, -1344350973681.562, -152732721974.3923, -2739301460824.445, -106862919349.24759, -4443689615854.632, -82680084539.99036
175, 0, 0, -45991669748.52763, 959948196.990468, -19898256669.72322, 106092137430.72282, 150731224652.46848, -18382643036.2044, 49658060297.0887, -224667716711.2934, -713035388107.0825, -204875419749.19016, -1344256573726.2097, -153606913341.87088, -2739278426292.5776, -107476772927.76366, -4443680850953.434, -83155202771.85715
176, 0, 0, -45845653142.48788, -4131233484.573228, -22868555733.818447, 105475726231.3792, 151021797802.44046, -15863435403.06075, 51704088047.095375, -224397984988.44788, -712722655115.8126, -206016662789.4296, -1344161635381.6406, -154481043188.12912, -2739255259831.068, -108090621329.96318, -4443672035829.587, -83630320063.9007
177, 0, 0, -45233853984.08354, -9180486221.22802, -25820805254.439526, 104776066661.68573, 151269575557.1583, -13339732501.409515, 53745914377.95535, -224110018622.06183, -712408191889.9296, -207157405695.2396, -1344066158692.0872, -155355111163.78217, -2739231961441.1733, -108704464526.28749, -4443663170483.195, -84105436410.7513
178, 0, 0, -44166175238.417915, -14137312347.033253, -28752666299.397038, 103993675137.43497, 151474491051.34354, -10812249775.656002, 55783383991.90195, -223803885303.61716, -712091999302.0548, -208297645729.06512, -1343970143702.0315, -156229116919.4821, -2739208531124.159, -109318302487.17827, -4443654254914.362, -84580551807.03922
179, 0, 0, -42659569442.07798, -18953790109.754005, -31661814087.05868, 103129134131.6976, 151636488994.5459, -8281703587.998952, 57816342691.40658, -223479653842.61652, -711774078229.5024, -209437380155.0945, -1343873590456.206, -157103060105.91803, -2739184968881.298, -109932135183.07755, -4443645289123.192, -85055666247.39474
180, 0, 0, -40737262798.27536, -23585771296.938965, -34545939872.04998, 102183091821.88557, 151755525681.50058, -5748811044.277902, 59844637382.09862, -223137394149.4716, -711454429554.2748, -210576606239.2685, -1343776498999.5928, -157976940373.81653, -2739161274713.8696, -110545962584.4277, -4443636273109.79, -85530779726.44821
181, 0, 0, -38427750319.372086, -27993821702.612682, -37402752824.238495, 101156261681.84796, 151831569000.31042, -3214289819.7720103, 61868116075.452614, -222777177218.5369, -711133054163.058, -211715321249.28937, -1343678869377.423, -158850757373.94162, -2739137448623.1606, -111159784661.67148, -4443627206874.261, -86005892238.82991
182, 0, 0, -35763653955.70604, -32143865521.785683, -40229981899.33666, 100049422018.98729, 151864598438.45447, -678857984.961844, 63886627891.247894, -222399075111.2912, -710809952947.2183, -212853522454.63, -1343580701635.1785, -159724510757.09506, -2739113490610.465, -111773601385.25197, -4443618090416.71, -86481003779.17018
183, 0, 0, -32780536684.00853, -36007528164.4677, -43025377699.44601, 98863415456.4378, 151854605086.62482, 1856766168.734478, 65900023059.80575, -222003160939.6678, -710485126802.7972, -213991207126.543, -1343481995818.5898, -160598200174.1166, -2739089400677.0835, -112387412725.61261, -4443608923737.245, -86956114342.09938
184, 0, 0, -29515754780.82667, -39562200584.66305, -45786714321.85481, 97599148360.402, 151801591640.39294, 4391864303.2394495, 67908152924.009, -221589508849.53586, -710158576630.508, -215128372538.06967, -1343382751973.6377, -161471825275.8841, -2739065178824.325, -113001218653.1972, -4443599706835.973, -87431223922.24785
185, 0, 0, -26007412000.94131, -42790868506.072266, -48511791194.39283, 96257590212.79724, 151705572399.70547, 6925718208.0973625, 69910869941.10916, -221158194004.33405, -709830303335.7308, -216265015964.0492, -1343282970146.5525, -162345385713.3138, -2739040825053.505, -113615019138.44992, -4443590439713.001, -87906332514.24596
186, 0, 0, -22293457663.967815, -45681760774.97017, -51198434895.63995, 94839772929.42154, 151566573266.20975, 9457609974.74723, 71908027684.32582, -220709292568.8577, -709500307828.5085, -217401134681.12756, -1343182650383.8137, -163218881137.36053, -2739016339365.9453, -114228814151.81529, -4443581122368.438, -88381440112.72408
187, 0, 0, -18410949640.573944, -48227873360.25859, -53844500958.28151, 93346790123.90433, 151384631738.40817, 11986822170.776146, 73899480844.2435, -220242881693.2013, -709168591023.5426, -218536725967.76666, -1343081792732.1506, -164092311199.01785, -2738991721762.9766, -114842603663.7382, -4443571754802.394, -88856546712.3126
188, 0, 0, -14395485571.404985, -50426421339.465195, -56447875653.90025, 91779796317.76718, 151159796904.64014, 14512638014.141705, 75885085230.01048, -219759039496.85696, -708835153840.1885, -219671787104.25327, -1342980397238.5417, -164965675549.31833, -2738966972245.935, -115456387644.66393, -4443562337014.976, -89331652307.64195
189, 0, 0, -10280792611.590626, -52278263039.02745, -59006477757.49543, 90140006096.97787, 150892129433.8898, 17034341547.352077, 77864697770.34457, -219257845052.9705, -708499997202.4514, -220806315372.70804, -1342878463950.2153, -165838973839.3337, -2738942090816.165, -116070166065.03809, -4443552869006.295, -89806756893.34253
190, 0, 0, -6098457697.986107, -53787330600.93273, -61518260290.021225, 88428693215.44083, 150581701564.41696, 19551217811.59215, 79838176514.3506, -218739378372.75555, -708163122038.982, -221940308057.0945, -1342775992914.6487, -166712205720.17514, -2738917077475.018, -116683938895.30667, -4443543350776.463, -90281860464.04477
191, 0, 0, -1877776172.5490851, -54960091342.83279, -63981212237.241615, 86647189645.92705, 150228597090.2083, 22062553020.784054, 81805380632.15422, -218203720390.06744, -707824529283.072, -223073762443.22812, -1342672984179.5686, -167585370842.99335, -2738891932223.852, -117297706105.91605, -4443533782325.59, -90756963014.37912
192, 0, 0, 2354304397.0558133, -55805055453.69208, -66393360243.20562, 84796884579.00702, 149832911345.24545, 24567634735.57017, 83766170415.35674, -217650952946.1366, -707484219872.6495, -224206675818.78513, -1342569437792.9512, -168458468858.97888, -2738866655064.0327, -117911467667.31296, -4443524163653.788, -91232064538.97603
193, 0, 0, 6573167193.002354, -56332338357.281334, -68752770276.65623, 82879223370.6106, 149394751185.58542, 27065752037.20662, 85720407277.31558, -217081158774.46317, -707142194750.2749, -225339045473.31152, -1342465353803.0217, -169331499419.3623, -2738841245996.933, -118525223549.94453, -4443514494761.17, -91707165032.46596
194, 0, 0, 10756455478.505693, -56553280609.04528, -71057549268.69824, 80895706438.89857, 148914234969.2491, 29556195701.3548, 87667953753.25493, -216494421485.8731, -706798454863.136, -226470868698.23206, -1342360732258.255, -170204462175.4144, -2738815705023.9326, -119138973724.25827, -4443504775647.849, -92182264489.4794
195, 0, 0, 14883964830.43716, -56480124340.551765, -73305846720.06435, 78847888111.19179, 148391492533.9125, 32038258371.75852, 89608673500.21104, -215890825553.73608, -706453001163.044, -227602142786.8591, -1342255573207.3743, -171077356778.44638, -2738790032146.4185, -119752718160.70204, -4443495006313.9375, -92657362904.64684
196, 0, 0, 18937511704.012596, -56125742773.43218, -75495856276.33614, 76737375421.76382, 147826665172.39478, 34511234733.79373, 91542431296.8167, -215270456299.34613, -706105834606.4285, -228732865034.4016, -1342149876699.3528, -171950182879.8101, -2738764227365.785, -120366456829.72412, -4443485186759.551, -93132460272.59877
197, 0, 0, 22900788840.615513, -55503417894.95696, -77625817269.49545, 74565826861.36426, 147219905605.93707, 36974421687.877815, 93469093042.92917, -214633399877.46506, -705756956154.3336, -229863032737.97397, -1342043642783.4124, -172822940130.8982, -2738738290683.4336, -120980189701.77313, -4443475316984.804, -93607556587.96574
198, 0, 0, 26759215463.097298, -54626660737.49883, -79694016224.20392, 72334951079.39935, 146571377955.26526, 39427118522.724686, 95388525759.10608, -213979743262.0292, -705406366772.4128, -230992643196.60492, -1341936871509.024, -173695628183.1444, -2738712222100.7725, -121593916747.29813, -4443465396989.812, -94082651845.37827
199, 0, 0, 30499788049.37284, -53509068592.26083, -81698788327.23286, 70046505539.75705, 145881257709.42914, 41868627088.43196, 97300597585.9334, -213309574232.01968, -705054067430.9248, -232121693711.24643, -1341829562925.9077, -174568246688.02368, -2738686021619.2173, -122207637936.7485, -4443455426774.69, -94557746039.46689
200, 0, 0, 34110935733.702698, -52164213721.69201, -83638518858.49283, 67702295131.32194, 145149731692.41068, 44298251969.38573, 99205177783.20987, -212622981357.49612, -704700059104.7285, -233250181584.78253, -1341721717084.0325, -175440795297.05246, -2738659689240.1914, -122821353240.57408, -4443445406339.557, -95032839164.86218
201, 0, 0, 37582383020.08652, -50605558571.128204, -85511644582.14143, 65304170734.284744, 144376998027.4927, 46715300656.96821, 101102136728.99197, -211920053985.79437, -704344342773.2789, -234378104122.0382, -1341613334033.6162, -176313273661.78882, -2738633224965.1245, -123435062629.22507, -4443435335684.527, -95507931216.19472
202, 0, 0, 40905021452.07018, -48846393016.13646, -87316655096.28067, 62854027743.40816, 143563266099.37952, 49119083722.052986, 102991345918.50366, -211200882227.8879, -703986919420.6221, -235505458629.78818, -1341504413825.1257, -177185681433.83273, -2738606628795.4536, -124048766073.15204, -4443425214809.72, -95983022188.09506
203, 0, 0, 44070791112.19214, -46899789748.85002, -89052094139.78917, 60353804549.46772, 142708756514.06012, 51508914987.27215, 104872677962.91483, -210465556944.91293, -703627790035.3906, -236632242416.76575, -1341394956509.2766, -178058018264.8262, -2738579900732.623, -124662463542.806, -4443415043715.253, -96458112075.19383
204, 0, 0, 47072572269.10022, -44778574460.468735, -90716560854.87225, 57805480980.142075, 141813701056.40488, 53884111699.03898, 106746006587.99252, -209714169734.8572, -703266955610.7993, -237758452793.67163, -1341284962137.0334, -178930283806.45352, -2738553040778.0845, -125276155008.63834, -4443404822401.245, -96933200872.12164
205, 0, 0, 49904087103.9575, -42495307992.44246, -92308711003.95203, 55211076701.68129, 140878342645.48495, 56243994699.30943, 108611206632.62906, -208946812919.41245, -702904417144.64, -238884087073.1827, -1341174430759.6091, -179802477710.4415, -2738526048933.2964, -125889840441.10083, -4443394550867.816, -97408288573.50911
206, 0, 0, 52559811190.35664, -40062278092.58341, -93827258139.56194, 52572649582.73501, 139902935287.60483, 58587888597.06501, 110468154047.25064, -208163579530.98972, -702540175639.2771, -240009142569.96088, -1341063362428.4658, -180674599628.55963, -2738498925199.7246, -126503519810.64568, -4443384229115.087, -97883375173.98688
207, 0, 0, 55034894241.15309, -37491498819.690506, -95270974725.95442, 49892294021.773964, 138887744027.03665, 60915121939.498955, 112316725892.11053, -207364563299.89813, -702174232101.6428, -241133616600.66168, -1340951757195.314, -181546649212.62027, -2738471669578.8423, -127117193087.72548, -4443373857143.177, -98358460668.1856
208, 0, 0, 57325089545.67867, -34794715991.632324, -96638693211.17706, 47172139239.58837, 137833044894.4456, 63225027382.88723, 114156800335.47058, -206549858641.68604, -701806587543.2325, -242257506483.94324, -1340839615112.113, -182418626114.4789, -2738444282072.1294, -127730860242.79323, -4443363434952.208, -98833545050.73593
209, 0, 0, 59426691481.742004, -31983417370.664597, -97929307048.4215, 44414347538.39522, 136739124852.99454, 65516941863.12492, 115988256651.67462, -205719560644.6444, -701437242980.0999, -243380809540.47485, -1340726936231.0706, -183290529986.03433, -2738416762681.073, -128344521246.30232, -4443352962542.302, -99308628316.26857
210, 0, 0, 61336480483.461296, -29068846531.04514, -99141771665.50044, 41621112529.13302, 135606281742.11668, 67790206765.90813, 117810975219.11777, -204873765057.47223, -701066199432.8519, -244503523092.9458, -1340613720604.643, -184162360479.22885, -2738389111407.1685, -128958176068.70659, -4443342439913.581, -99783710459.41422
211, 0, 0, 63051674866.94837, -26062019563.346073, -100275105381.36142, 38794657328.56736, 134434824218.9437, 70044168096.54065, 119624837518.11485, -204012568277.10297, -700693457926.6445, -245625644466.074, -1340499968285.5352, -185034117246.04846, -2738361328251.916, -129571824680.46025, -4443331867066.168, -100258791474.80356
212, 0, 0, 64569888952.82782, -22973743942.84723, -101328390268.60092, 35937232727.87325, 133225071697.37724, 72278176649.34407, 121429726128.67184, -203136067336.69202, -700319019491.1775, -246747170986.61478, -1340385679326.7002, -185905799938.5231, -2738333413216.825, -130185467052.01794, -4443321244000.1875, -100733871357.06734
213, 0, 0, 65889096971.525635, -19814639031.286594, -102300772960.99986, 33051115334.40088, 131977354284.7915, 74491588176.64912, 123225524728.16365, -202244359893.76416, -699942885160.6897, -247868099983.36948, -1340270853781.3398, -186777408208.72687, -2738305366303.4116, -130799103153.83473, -4443310570715.763, -101208950100.83629
214, 0, 0, 67007602289.96938, -16595157796.786339, -103191465405.16028, 30138605688.369675, 130692012716.3537, 76683763557.3453, 125012118088.92172, -201337544218.52066, -699565055973.9542, -248988428787.19418, -1340155491702.9043, -187648941708.77814, -2738277187513.1987, -131412732956.36609, -4443299847213.019, -101684027700.74115
215, 0, 0, 67924011553.91711, -13325609430.115307, -103999745555.3838, 27202026356.271786, 129369398286.94987, 78854068964.96518, 126789392075.73494, -200415719182.3052, -699185532974.2734, -250108154731.00836, -1340039593145.0918, -188520400090.83987, -2738248876847.7163, -132026356430.06792, -4443289073492.081, -102159104151.4127
216, 0, 0, 68637213396.6785, -10016182610.135506, -104724958010.99489, 24243720002.799484, 128009872780.70277, 81001876035.27856, 128557233643.26704, -199478984246.2279, -698804317209.4741, -251227275149.80353, -1339923158161.849, -189391783007.11975, -2738220434308.502, -132639973545.39653, -4443278249553.075, -102634179447.48172
217, 0, 0, 69146361421.34477, -6676969230.273203, -105366514595.37549, 21266047443.142403, 126613808398.06868, 83126562033.37154, 130315530833.3939, -198527439449.94672, -698421409731.9026, -252345787380.65182, -1339806186807.371, -190263090109.87042, -2738191859897.1, -133253584272.80865, -4443267375396.128, -103109253583.579
218, 0, 0, 69450861219.168, -3317988443.577315, -105923894876.04338, 18271385677.528934, 125181587680.49983, 85227510020.18373, 132064172772.46394, -197561185400.60535, -698036811598.4197, -253463688762.71466, -1339688679136.1008, -191134321051.38968, -2738163153615.0625, -133867188582.76146, -4443256451021.367, -103584326554.33534
219, 0, 0, 69550361241.17194, 50789081.69224262, -106396646625.1727, 15262125909.912195, 123713603432.65909, 87304109018.47694, 133803049668.48474, -196580323261.927, -697650523870.3959, -254580976637.25134, -1339570635202.7295, -192005475484.02066, -2738134315463.9478, -134480786445.71255, -4443245476428.92, -104059398354.38159
220, 0, 0, 69444747393.44633, 3419416779.4844456, -106784386220.02304, 12240671552.724089, 122210258642.17352, 89355754178.207, 135532052808.23907, -195584954743.46292, -697262547613.7064, -255697648347.62762, -1339452055062.1963, -192876553060.1521, -2738105345445.3223, -135094377832.11993, -4443234451618.914, -104534468978.34857
221, 0, 0, 69134141279.06918, 6777947744.19204, -107086798982.81224, 9209436219.6416, 120671966396.91336, 91381846941.26996, 137251074554.33333, -194575182089.9947, -696872883898.7261, -256813701239.3243, -1339332938769.6887, -193747553432.21848, -2738076243560.759, -135707962712.44206, -4443223376591.4795, -105009538420.86714
222, 0, 0, 68618902061.526505, 10116410289.868452, -107303639459.63773, 6170841708.327042, 119099149799.7831, 93381795205.5927, 138960008342.18146, -193551108071.08978, -696481533800.3242, -257929132659.94577, -1339213286380.6418, -194618476252.70026, -2738047009811.838, -136321541057.13783, -4443212251346.745, -105484606676.56816
223, 0, 0, 67899631976.23213, 13424783570.705566, -107434731638.12152, 3127315975.118833, 117492241881.01132, 95355013488.5372, 140658748676.9272, -192512835970.80896, -696088498397.8599, -259043939959.22852, -1339093097950.7393, -195489321174.12408, -2738017644200.147, -136935112836.66656, -4443201075884.841, -105959673740.08252
224, 0, 0, 66977185568.68572, 16692973330.919464, -107479969103.52527, 81291103.66126204, 115851685507.9262, 97300923089.5866, 142347191130.30768, -191460469577.56464, -695693778775.1765, -260158120489.04974, -1338972373535.912, -196360087849.06296, -2737988146727.281, -137548678021.488, -4443189850205.897, -106434739606.0411
225, 0, 0, 65852682790.31951, 19910787868.166027, -107439315133.15327, -2964798730.52931, 114177933292.20332, 99218952252.28038, 144025232337.46127, -190394113174.12933, -695297376020.5972, -261271671603.43582, -1338851113192.3394, -197230775930.1365, -2737958517394.841, -138162236582.06235, -4443178574310.046, -106909804269.07484
226, 0, 0, 64527526136.48101, 23067914319.39623, -107312802728.93314, -6008519297.558331, 112471447494.57341, 101108536325.36493, 145692769993.68216, -189313871527.79297, -694899291226.9193, -262384590658.5708, -1338729316976.4478, -198101385070.01114, -2737928756204.4365, -138775788488.85025, -4443167248197.419, -107384867723.81465
227, 0, 0, 63003422065.469154, 26153895412.746193, -107100534588.13615, -9047438350.700493, 110732699926.9767, 102969117923.12453, 147349702851.1248, -188219849880.66788, -694499525491.4095, -263496875012.80487, -1338606984944.912, -198971914921.40027, -2737898863157.6836, -139389333712.31277, -4443155871868.148, -107859929964.89146
228, 0, 0, 61282406993.0909, 29158106875.133045, -106802683012.2716, -12079127661.99413, 108962171852.15202, 104800147084.85733, 148995930715.46054, -187112153940.14075, -694098079915.7986, -264608522026.66293, -1338484117154.6548, -199842365137.06448, -2737868838256.2056, -140002872222.91147, -4443144445322.367, -108334990986.93625
229, 0, 0, 59366878213.569786, 32069735744.636898, -106419489754.26118, -15101165053.878841, 107160353880.64822, 106601081433.4593, 150631354442.4897, -185990889869.46988, -693694955606.2764, -265719529062.8529, -1338360713662.8457, -200712735369.8118, -2737838681501.6323, -140616403991.10828, -4443132968560.209, -108810050784.57999
230, 0, 0, 57259630154.17024, 34877759911.92865, -105951265804.07198, -18111136424.878517, 105327745865.24605, 108371386333.07834, 152255875934.7106, -184856164278.527, -693290153673.4865, -266829893486.27432, -1338236774526.9026, -201583025272.49786, -2737808392895.602, -141229928987.36566, -4443121441581.808, -109285109352.45366
231, 0, 0, 54963896426.417274, 37570929308.93154, -105398391113.0578, -21106637767.34073, 103464856792.77927, 110110535045.79974, 153869398137.84946, -183708084214.6823, -692883675232.5211, -267939612664.02664, -1338112299804.4907, -202453234498.0261, -2737777972439.7593, -141843447182.14645, -4443109864387.299, -109760166685.18826
232, 0, 0, 52483398189.37154, 40137749279.14232, -104761314257.32997, -24085277175.255215, 101572204673.34381, 111818008887.32321, 155471825037.3523, -182546757153.8314, -692475521402.9161, -269048683965.41772, -1337987289553.523, -203323362699.34793, -2737747420135.756, -142456958545.914, -4443098236976.817, -110235222777.41483
233, 0, 0, 49822399387.13993, 42566466806.75217, -104040552040.54883, -27044676840.18888, 99650316426.88446, 113493297381.59023, 157063061654.84238, -181372290991.56317, -692065693308.6454, -270157104761.97217, -1337861743832.1594, -204193409529.46307, -2737716735985.2505, -143070463049.13208, -4443086559350.499, -110710277623.76437
234, 0, 0, 46985769459.390305, 44845060455.65652, -103236689036.59734, -29982475033.392166, 97699727767.14896, 115135898414.31995, 158643014044.5449, -180184794034.46725, -691654192078.1158, -271264872427.43982, -1337735662698.8076, -205063374641.41965, -2737685919989.9097, -143683960662.26492, -4443074831508.48, -111185331218.86797
235, 0, 0, 43979054144.02945, 46961235079.89954, -102350377072.6667, -32896328072.15205, 95720983082.99994, 116745318385.41057, 160211589289.68155, -178984374991.57968, -691241018844.1621, -272371984337.80396, -1337609046212.1228, -205933257688.31436, -2737654972151.4067, -144297451355.77725, -4443063053450.898, -111660383557.35666
236, 0, 0, 40808554986.97896, 48902422619.66591, -101382334653.35179, -35783912268.490036, 93714635317.07594, 118321072360.16185, 161768695498.83725, -177771142965.9656, -690826174744.0414, -273478437871.28983, -1337481894431.007, -206803058323.29282, -2737623892471.4224, -144910935100.1342, -4443051225177.892, -112135434633.86154
237, 0, 0, 37481418133.68367, 50655790597.19289, -100333346326.42076, -38642925858.32927, 91681245841.79288, 119862684219.27386, 163314241802.30112, -176545207446.43796, -690409660919.4277, -274584230408.37283, -1337354207414.6104, -207672776199.5496, -2737592680951.6436, -145524411865.80136, -4443039346689.598, -112610484443.0137
238, 0, 0, 34005732885.2917, 52208260279.8919, -99204261990.98862, -41471090909.28338, 89621384332.6785, 121369686807.57552, 164848138348.38416, -175306678299.41037, -689991478516.4073, -275689359331.787, -1337225985222.3293, -208542410970.32858, -2737561337593.7656, -146137881623.24487, -4443027417986.155, -113085532979.44426
239, 0, 0, 30390640339.23495, 53546536886.91496, -97995996148.88849, -44266155205.250694, 87535628639.03287, 122841622081.43565, 166370296299.71558, -174055665760.8833, -689571628685.4729, -276793822026.53314, -1337097227913.8083, -209411962288.9231, -2737529862399.4907, -146751344342.93127, -4443015439067.704, -113560580237.78433
240, 0, 0, 26646452173.306366, 54657154680.67947, -96709527100.09663, -47025894106.03097, 85424564651.90868, 124278041254.80844, 167880627829.51996, -172792280428.56207, -689150112581.5181, -277897615879.88727, -1336967935548.9385, -210281429808.67606, -2737498255370.5273, -147364799995.32758, -4443003409934.384, -114035626212.66508
241, 0, 0, 22784779241.649094, 55526540301.506714, -95345896083.12822, -49748112380.21767, 83288786169.40598, 125678504943.86353, 169379046117.87738, -171516633254.10532, -688726931363.8324, -279000738281.40875, -1336838108187.858, -211150813182.98032, -2737466516508.5923, -147978248550.90128, -4442991330586.336, -114510670898.71767
242, 0, 0, 18818669090.362846, 56141098258.16946, -93906206361.3798, -52430646009.65716, 81128894759.27693, 127042583310.15062, 170865465347.96844, -170228835535.50262, -688302086196.0957, -280103186622.9487, -1336707745890.9521, -212020112065.27872, -2737434645815.4087, -148591689980.12033, -4442979201023.701, -114985714290.57324
243, 0, 0, 14762750722.396118, 56487323053.720345, -92391622256.45174, -55071363963.80651, 78945499618.83691, 128369856202.24713, 172339800702.3062, -168928998909.57996, -687875578246.373, -281204958298.65826, -1336576848718.8533, -212889326109.0644, -2737402643292.7075, -149205124253.45316, -4442967021246.621, -115460756382.86302
244, 0, 0, 10633383892.735182, 56551942960.07907, -90803368129.53915, -57668169942.364296, 76739217432.17926, 129659913295.83624, 173801968358.95697, -167617235344.6315, -687447408687.1089, -282306050704.9965, -1336445416732.4407, -213758454967.88095, -2737370508942.226, -149818551341.36868, -4442954791255.238, -115935797170.2182
245, 0, 0, 6448808839.833409, 56322100886.69498, -89142727312.03325, -60219004084.5934, 74510672224.69218, 130912354232.16212, 175251885487.7518, -166293657133.1766, -687017578695.122, -283406461240.73914, -1336313449992.8406, -214627498295.32266, -2737338242765.709, -150431971214.3363, -4442942511049.696, -116410836647.27002
246, 0, 0, 2229290606.4033165, 55785578014.85338, -87411040986.52602, -62721844643.801216, 72260495214.8771, 132126788754.80774, 176689470246.49072, -164958376884.84042, -686586089451.5995, -284506187306.98627, -1336180948561.4258, -215496455745.03467, -2737305844764.9087, -151045383842.8259, -4442930180630.138, -116885874808.6497
247, 0, 0, -2002750062.8140507, 54931065744.70317, -85609707019.46051, -65174709625.491165, 69989324663.46896, 133302836844.73984, 178114641777.14124, -163611507519.35678, -686152942142.0922, -285605226307.1709, -1336047912499.816, -216365326970.71317, -2737273314941.5845, -151658789197.30783, -4442917799996.707, -117360911648.98851
248, 0, 0, -6222629836.628523, 53748490833.32265, -83740178746.71538, -67575658387.749245, 67697805719.86011, 134440128853.56488, 179527320202.03308, -162253162259.69202, -685718137956.508, -286703575647.0669, -1335914341869.8777, -217234111626.10565, -2737240653297.5024, -152272187248.25293, -4442905369149.55, -117835947162.91772
249, 0, 0, -10403333444.461287, 52229397145.900375, -81803963713.4572, -69922793202.48106, 65386590265.83069, 135538305634.93846, 180927426620.05093, -160883454625.28833, -685281678089.1077, -287801232734.79724, -1335780236733.724, -218102809365.01114, -2737207859834.4365, -152885577966.1325, -4442892888088.811, -118310981345.06863
250, 0, 0, -14515498489.908634, 50367384914.86953, -79802622369.63599, -72214260776.16777, 63056336756.58955, 136597018674.07007, 182314883102.82663, -159502498425.42517, -684843563738.498, -288898194980.84216, -1335645597153.7148, -218971419841.28024, -2737174934554.167, -153498961321.4184, -4442880356814.635, -118786014190.07256
251, 0, 0, -18527474070.326782, 48158604507.372986, -77737766722.53912, -74448253728.86368, 60707710059.13098, 137615930215.2642, 183689612690.93277, -158110407752.6975, -684403796107.6274, -289994459798.0473, -1335510423192.4563, -219839942708.81555, -2737141877458.4814, -154112337284.5829, -4442867775327.17, -119261045692.56079
252, 0, 0, -22405475249.780396, 45602296185.61885, -75611058947.85612, -76623012030.21385, 58341381287.91411, 138594713387.4376, 185051539390.07913, -156707296976.60922, -683962376403.7797, -291090024601.63165, -1335374714912.8013, -220708377621.5717, -2737108688549.175, -154725705826.0988, -4442855143626.5625, -119736075847.1647
253, 0, 0, -26113856549.281395, 42701360085.423454, -73424209960.74149, -78736824391.32672, 55958027637.87293, 139533052327.5522, 186400588167.31366, -155293280737.28043, -683519305838.5684, -292184886809.19586, -1335238472377.849, -221576724233.55557, -2737075367828.05, -155339066916.43936, -4442842461712.96, -120211104648.51564
254, 0, 0, -29615526549.084175, 39462931772.70308, -71178977948.39526, -80788029611.39423, 53558332214.76658, 140430642301.90192, 187736684947.2293, -153868473939.26733, -683074585627.9318, -293279043840.7301, -1335101695650.9456, -222444982198.82666, -2737041915296.915, -155952420526.07843, -4442829729586.512, -120686132091.24496
255, 0, 0, -32872521427.85212, 35898928815.288795, -68877166865.7104, -82775017878.01051, 51142983862.880745, 141287189825.19098, 189059756608.1786, -152432991745.49316, -682628216992.1267, -294372493118.6224, -1334964384795.6829, -223313151171.49707, -2737008330957.5874, -156565766625.49026, -4442816947247.365, -121161158169.98409
