NUM_BODIES 
9

NUM_STEPS
365

NAMES
Sun
Mercury
Venus
Earth
Mars
Jupiter
Saturn
Uranus
Neptune

MASSES
1.989e+30
3.3011e+23
4.8675e+24
5.972e+24
6.4171e+23
1.89819e+27
5.6834e+26
8.6813e+25
1.02413e+26
 
RADII
695700000.0
2439700
6051800
6371000.0
3389500
71492000
54364000
24973000
24341000

TRAJECTORIES
76, 0, 0, -19267921105.029343, 47704172190.82494, 58439926101.52927, -91244978532.78827, -33925303292.096733, -144984848116.38116, -143864898166.86023, -156213665455.9983, -735306143884.8315, -89879500489.76111, -1350984313700.4565, -66820157460.118515, -2740918680060.119, -46684939230.65494, -4444304931838.388, -36114807062.26977
77, 0, 0, -23116820853.57965, 45082709712.30106, 60968743777.79866, -89591152374.70775, -31411307394.864826, -145591249366.6039, -142314586332.3712, -157818567694.97583, -735168225767.2576, -91056455110.71603, -1350942849926.3545, -67698677921.21808, -2740908579577.9443, -47299156651.08861, -4444301089161.706, -36589991346.625595
78, 0, 0, -26789219137.06424, 42117617834.13206, 63450027712.339386, -87867477011.93509, -28887878067.651695, -146153927213.87183, -140749559864.8866, -159407152380.38675, -735028514855.9697, -92233187679.86752, -1350900844645.4001, -68577171246.23443, -2740898347077.589, -47913371793.31838, -4444297196255.125, -37065175217.43797
79, 0, 0, -30247811093.417747, 38816891580.4636, 65881861303.86658, -86075321109.5676, -26355780169.84768, -146672748257.71326, -139170009984.00143, -160979288563.59225, -734887011542.0371, -93409695333.93597, -1350858297877.1943, -69455637083.1759, -2740887982559.6084, -48527584627.76116, -4444293253118.689, -37540358669.33635
80, 0, 0, -33454546096.16359, 35193404201.75578, 68262367498.68727, -84216105215.22662, -23815779946.36404, -147147592605.05942, -137576128941.42407, -162534847873.8045, -734743716221.5244, -94585975210.43341, -1350815209641.5906, -70334075080.06729, -2740877486024.5654, -49141795124.834015, -4444289259752.446, -38015541696.950165
81, 0, 0, -36371401385.51161, 31265360833.994995, 70589710155.50407, -82291300609.56389, -21268644785.575806, -147578353863.75153, -135968109980.16365, -164073704520.96533, -734598629295.4902, -95762024447.67343, -1350771579958.6948, -71212484884.95004, -2740866857473.031, -49756003254.95416, -4444285216156.441, -38490724294.90887
82, 0, 0, -38961317683.96813, 27056615706.669624, 72862095376.51717, -80302428123.12358, -18715142978.42358, -147964939131.63837, -134346147293.9275, -165595735297.89096, -734451751169.985, -96937840184.78123, -1350727408848.8655, -72090866145.88246, -2740856096905.5815, -50370208988.53897, -4444281122330.723, -38965906457.84192
83, 0, 0, -41189271459.856865, 22596796244.19216, 75077772804.12651, -78251056920.55766, -16156043478.754868, -148307268981.321, -132710435986.74312, -167100819581.69348, -734303082256.049, -98113419561.7036, -1350682696332.7136, -72969218510.93993, -2740845204322.8022, -50984412296.00598, -4444276978275.338, -39441088180.378784
84, 0, 0, -43023437063.830376, 17921181403.690697, 77235036882.56598, -76138803253.1984, -13592115664.983055, -148605277440.6032, -131061172032.81813, -168588839334.48926, -734152622969.7102, -99288759719.21884, -1350637442431.1023, -73847541628.21509, -2740834179725.284, -51598613147.77289, -4444272783990.336, -39916269457.148926
85, 0, 0, -44436370575.66316, 13070294472.751759, 79332228083.82971, -73967329180.99753, -11024129103.13995, -148858911968.70645, -129398552236.65193, -170059679103.40536, -734000373731.9829, -100463857798.94684, -1350591647165.1472, -74725835145.81812, -2740823023113.6265, -52212811514.25755, -4444268539475.765, -40391450282.78182
86, 0, 0, -45406129988.166245, 8089192817.9454155, 81367734097.28001, -71738341264.84657, -8452853311.395401, -149068133428.31097, -127722774193.41182, -171513226019.895, -733846334968.8649, -101638710943.35895, -1350545310556.2166, -75604098711.87688, -2740811734488.435, -52827007365.878006, -4444264244731.675, -40866630651.906944
87, 0, 0, -45917237867.079475, 3026467101.643463, 83339990982.35379, -69453589230.29631, -5879057526.115257, -149232916053.48413, -126034036249.58629, -172949369798.3732, -733690507111.3356, -102813316295.788, -1350498432625.9307, -76482331974.53714, -2740800313850.323, -53441200673.05243, -4444259899758.116, -41341810559.153786
88, 0, 0, -45961396588.16964, -2067003751.8325825, 85247484283.81177, -67114864603.69733, -3303510469.526546, -149353247413.559, -124332537463.92758, -174368002734.18445, -733532890595.3541, -103987671000.43825, -1350451013396.1624, -77360534581.96281, -2740788761199.911, -54055391406.199196, -4444255504555.14, -41816989999.15183
89, 0, 0, -45537884202.81647, -7139463953.362394, 87088750109.00197, -64723999321.7859, -726980119.0564456, -149429128373.02698, -122618477568.69543, -175769019700.91348, -733373485861.8574, -105161772202.39532, -1350403052889.0366, -78238706182.33615, -2740777076537.826, -54669579535.73684, -4444251059122.796, -42292168966.53058
90, 0, 0, -44653589305.95817, -12139757682.247147, 88862376166.63474, -62282864315.741714, 1849766521.5907173, -149460573047.50912, -120892056931.21326, -177152318147.05185, -733212293356.7574, -106335617047.6362, -1350354551126.9307, -79116846423.85791, -2740765259864.703, -55283765032.08406, -4444246563461.138, -42767347455.919525
91, 0, 0, -43322681179.284706, -17018761051.017746, 90567002766.59229, -59793368070.745476, 4425963649.556519, -149447608755.87128, -119153476515.74773, -178517798092.03143, -733049313530.9396, -107509202683.03908, -1350305508132.4744, -79994954954.74765, -2740753311181.184, -55897947865.659744, -4444242017570.218, -43242525461.94818
92, 0, 0, -41565950073.972824, -21730665345.649113, 92201323780.32104, -57257455162.06544, 7000846888.09194, -149390275968.54913, -117402937845.72243, -179865362121.63797, -732884546840.26, -108682526256.39336, -1350255923928.5496, -80873031423.24387, -2740741230487.918, -56512128006.88296, -4444237421450.089, -43717702979.24606
93, 0, 0, -39409884701.531235, -26234028466.266117, 93764087561.37904, -54677104768.702736, 9573653509.904037, -149288628252.15, -115640642966.27565, -181194915382.8161, -732717993745.544, -109855584916.40956, -1350205798538.2905, -81751075477.60425, -2740729017785.5605, -57126305426.172935, -4444232775100.805, -44192880002.44269
94, 0, 0, -36885574512.8531, -30492541960.04969, 95254097825.73486, -52054329165.62538, 12143622658.530754, -149142732210.3984, -113866794407.17204, -182506365577.87903, -732549654712.5831, -111028375812.72926, -1350155131985.0835, -82629086766.10585, -2740716673074.7754, -57740480093.9491, -4444228078522.42, -44668056526.16759
95, 0, 0, -34027530916.75794, -34475494884.40939, 96670214491.4376, -49391172195.62082, 14709995567.69116, -148952667421.493, -112081595146.07751, -183799622958.13498, -732379530212.1334, -112200896095.93498, -1350103924292.5674, -83507064937.04533, -2740704196356.2334, -58354651980.63105, -4444223331714.989, -45143232545.05029
96, 0, 0, -30872515213.84982, -38157946847.71757, 98011354477.3002, -46689707721.79647, 17272015778.56067, -148718526371.9429, -110285248572.20639, -185074600316.9433, -732207620719.913, -113373142917.56009, -1350052175484.6326, -84385009638.73918, -2740691587630.612, -58968821056.63858, -4444218534678.567, -45618408053.72034
97, 0, 0, -27458445114.79567, -41520646504.21385, 99276492460.26039, -43952038061.756996, 19828929354.922966, -148440414386.95184, -108477958450.34914, -186331212982.2129, -732033926716.5995, -114545113430.09871, -1349999885585.4224, -85262920519.52385, -2740678846898.595, -59582987292.39167, -4444213687413.211, -46093583046.80727
98, 0, 0, -23823430770.143963, -44549746449.46908, 100464661591.10542, -41180292404.48606, 22379985096.152676, -148118449557.41864, -106659928885.28906, -187569378808.3558, -731858448687.8281, -115716804787.01562, -1349947054619.3318, -86140797227.75606, -2740665974160.876, -60197150658.310486, -4444208789918.978, -46568757518.940636
99, 0, 0, -20004969542.31632, -47236371022.39677, 101574954168.26724, -38376625210.95938, 24924434747.984924, -147752762663.6226, -104831364286.61555, -188789018167.70892, -731681187124.189, -116888214142.75615, -1349893682611.008, -87018639411.81294, -2740652969418.1533, -60811311124.815384, -4444203842195.924, -47043931464.75001
100, 0, 0, -16039309503.362612, -49576091670.540665, 102606522269.41591, -35543214599.514465, 27461533211.030163, -147343497095.66272, -102992469333.9412, -189990053941.4367, -731502142521.2247, -118059338652.75601, -1349839769585.3503, -87896446720.0923, -2740639832671.134, -61425468662.32691, -4444198844244.107, -47519104878.86494
101, 0, 0, -11960976656.71509, -51568357687.98349, 103558578340.59863, -32682260717.001244, 29990538746.99474, -146890808770.71982, -101143448942.52985, -191172411509.92783, -731321315379.4286, -119230175473.45123, -1349785315567.5103, -88774218801.01276, -2740626563920.531, -62039623241.265816, -4444193796063.587, -47994277755.915
102, 0, 0, -7802450701.908473, -53215920697.256035, 104430395742.69159, -29795984096.736225, 32510713182.569805, -146394866047.21, -99284508229.34215, -192336018742.699, -731138706204.2413, -120400721762.28798, -1349730320582.8914, -89651955303.01402, -2740613163167.065, -62653774832.05304, -4444188697654.421, -48469450090.52978
103, 0, 0, -3593968424.9245744, -54524281178.93895, 105221309254.9507, -26886624004.281483, 35021322110.95324, -145855849635.89832, -97415852479.50464, -193480805987.8187, -730954315506.0491, -121570974677.73244, -1349674784657.1492, -90529655874.55708, -2740599630411.464, -63267923405.109726, -4444183549016.669, -48944621877.338844
104, 0, 0, 636568357.9166203, -55501175996.53498, 105930715535.46634, -23956436772.068207, 37521635090.97133, -145273952508.04147, -95537687113.20834, -194606706060.86404, -730768143800.181, -122740931379.28064, -1349618707816.1912, -91407320164.1244, -2740585965654.463, -63882068930.857216, -4444178350150.392, -49419793110.9718
105, 0, 0, 4863602967.737886, -56156117964.19528, 106558073538.34514, -21007694123.883163, 40010925843.76889, -144649379800.62762, -93650217653.04222, -195713654233.42386, -730580191606.9066, -123910589027.46834, -1349562090086.1768, -92284947820.22012, -2740572168896.804, -64496211379.71706, -4444173101055.65, -49894963786.05824
106, 0, 0, 9063872793.448116, -56499992335.07188, 107102904887.4601, -18042681490.234974, 42488472447.03856, -143982348718.7814, -91753649691.76659, -196801588221.16083, -730390459451.4332, -125079944783.8808, -1349504931493.5178, -93162538491.37032, -2740558240139.237, -65110350722.111, -4444167801732.506, -50370133897.227776
107, 0, 0, 13216314787.924084, -56544710607.312744, 107564794206.62775, -15063696315.615782, 44953557526.76192, -143273088435.40213, -89848188860.53113, -197870448171.44583, -730198947863.9034, -126248995811.16269, -1349447232064.8777, -94040091826.12314, -2740544179382.5176, -65724486928.461006, -4444162452181.02, -50845303439.110016
108, 0, 0, 17301942214.197433, -56302919036.02326, 107943389406.08847, -12073046358.672672, 47405468446.43695, -142521839988.10254, -87934040797.54192, -198920176650.57745, -730005657379.3928, -127417739273.02783, -1349388991827.1716, -94917607473.0491, -2740529986627.41, -66338619969.18923, -4444157052401.255, -51320472406.33457
109, 0, 0, 21303704301.062485, -55787757414.32612, 108238401925.18315, -9073047986.302021, 49843497493.768196, -141728856173.51486, -86011411117.18141, -199950718630.59946, -729810588537.9069, -128586172334.26909, -1349330210807.5671, -95795085080.74123, -2740515661874.6855, -66952749814.71806, -4444151602393.274, -51795640793.53108
110, 0, 0, 25206337745.774666, -55012662752.12797, 108449606931.136, -6066024462.678985, 52266942064.79791, -140894401439.03094, -84080505379.58507, -200962021475.7293, -729613741884.3788, -129754292160.7681, -1349270889033.4834, -96672524297.81528, -2740501205125.1216, -67566876435.470085, -4444146102157.143, -52270808595.32918
111, 0, 0, 28996216677.70761, -53991212177.02701, 108576843473.8702, -3054304234.233494, 54675104845.4581, -140018751772.04236, -82141529060.67781, -201954034928.41034, -729415117968.6666, -130922095919.50511, -1349211026532.5916, -97549924772.90997, -2740486616379.504, -68180999801.86811, -4444140551692.923, -52745975806.3585
112, 0, 0, 32661205791.05483, -52736999495.42141, 108620014596.79927, -40219211.58335972, 57067293990.52521, -139102194586.74588, -80194687522.67342, -202926711095.00046, -729214717345.5507, -132089580778.5688, -1349150623332.8145, -98427286154.6872, -2740471895638.6245, -68795119884.33516, -4444134951000.681, -53221142421.24869
113, 0, 0, 36190519842.59973, -51263540220.485054, 108579087403.55371, 2973896950.565384, 59442823299.96083, -138145028608.5791, -78240185985.03938, -203880004431.11008, -729012540574.7308, -133256743907.166, -1349089679462.327, -99304608091.8322, -2740457042903.283, -69409236653.29446, -4444129300080.481, -53696308434.62941
114, 0, 0, 39574591545.3404, -49584200379.10395, 108454093080.61804, 5985710574.541161, 61801012392.623535, -137147563756.35051, -76278229495.92963, -204813871726.60168, -728808588220.8239, -134423582475.63148, -1349028194949.5554, -100181890233.05382, -2740442058174.286, -70023350079.1695, -4444123598932.391, -54171473841.130325
115, 0, 0, 42804949015.17735, -47712144970.66939, 108245126875.87038, 8992889680.843008, 64141186877.33833, -136110121022.12741, -74309022904.08693, -205728272090.26376, -728602860853.3606, -135590093655.43777, -1348966169823.1782, -101059132227.08466, -2740426941452.4478, -70637460132.38393, -4444117847556.476, -54646638635.3811
116, 0, 0, 45874103291.14946, -45660302513.719444, 107952348033.03209, 11993105708.28064, 66462678521.31213, -135033032348.94446, -72332770831.21692, -206623166934.17133, -728395359046.7832, -136756274619.20486, -1348903604112.1255, -101936333722.68134, -2740411692738.589, -71251566783.36168, -4444112045952.803, -55121802812.01142
117, 0, 0, 48775446000.02326, -43441342649.571434, 107575979682.05183, 14984035232.108692, 68764825415.88472, -133916640506.3948, -70349677644.83492, -207498519957.74542, -728186083380.4426, -137922122540.71, -1348840497845.5789, -102813494368.62468, -2740396312033.538, -71865670002.52689, -4444106194121.441, -55596966365.65097
118, 0, 0, 51503156930.605576, -41067664257.71654, 107116308685.46391, 17963361679.14506, 71046972139.60654, -132761298964.16513, -68359947431.58667, -208354297131.5237, -727975034438.5955, -139087634594.89734, -1348776851052.972, -103690613813.71994, -2740380799338.1304, -72479769760.30391, -4444100292062.459, -56072129290.92944
119, 0, 0, 54052121086.60607, -38551391968.147194, 106573685440.77782, 20928777038.862698, 73308469918.63571, -131567371763.57497, -66363783971.04392, -209190466680.6544, -727762212810.4012, -140252807957.88782, -1348712663763.99, -104567691706.79698, -2740365154653.2085, -73093866027.11734, -4444094339775.924, -56547291582.47654
120, 0, 0, 56417854670.883354, -35904379329.57617, 105948523638.97174, 23877983569.443542, 75548676784.44841, -130335233387.17976, -64361390709.97513, -210006999068.125, -727547619089.9197, -141417639806.98877, -1348647936008.5696, -105444727696.71051, -2740349377979.622, -73707958773.392, -4444088337261.906, -57022453234.921974
121, 0, 0, 58596439396.27936, -33138217212.10871, 105241299979.17982, 26808695497.782436, 77766957728.85754, -129065268626.49652, -62352970737.0917, -210803866977.7384, -727331253876.1078, -142582127320.70367, -1348582667816.8992, -106321721432.34027, -2740333469318.228, -74322047969.55296, -4444082284520.477, -57497614242.895454
122, 0, 0, 60584464501.967026, -30264246292.84819, 104452553839.67946, 29718640712.4278, 79962684856.3366, -127757872447.90968, -60338726758.269714, -211581045296.84732, -727113117772.8169, -143746267678.7419, -1348516859219.4187, -107198672562.59126, -2740317428669.89, -74936133586.02551, -4444076181551.706, -57972774601.02672
123, 0, 0, 62378975866.492836, -27293572698.588615, 103582886905.30211, 32605562448.4448, 82135237533.64598, -126413449856.81418, -58318861072.24674, -212338511098.85898, -726893211388.7898, -144910058062.02838, -1348450510246.8198, -108075580736.39395, -2740301256035.48, -75550215593.2352, -4444070028355.665, -58447934303.945496
124, 0, 0, 63977431640.01209, -24237086066.822037, 102632962751.40845, 35467220963.18547, 84284002536.76115, -125032415760.05154, -56293575546.7933, -213076243625.52133, -726671535337.6577, -146073495652.71326, -1348383620930.0457, -108952445602.70448, -2740284951415.876, -76164293961.6078, -4444063824932.426, -58923093346.281525
125, 0, 0, 65377663861.710915, -21105479440.192875, 101603506384.58618, 38301395201.94885, 86408374195.10226, -123615194826.69412, -54263071595.35808, -213794224269.0021, -726448090237.9376, -147236577634.18167, -1348316191300.2908, -109829266810.50487, -2740268514811.9634, -76778368661.56934, -4444057571282.062, -59398251722.66456
126, 0, 0, 66577845579.19421, -17909270535.230453, 100495303740.24672, 41105884452.51293, 88507754533.0665, -122162221347.2312, -52227550154.18598, -214492436553.7717, -726222876713.0287, -148399301191.06335, -1348248221389.0015, -110706044008.80324, -2740251946224.6353, -77392439663.54605, -4444051267404.645, -59873409427.72436
127, 0, 0, 67576463041.30697, -14658824028.080225, 99309201137.31552, 43878509987.5186, 90581553408.8653, -120673939091.21028, -50187211659.90764, -215170866118.30093, -725995895391.21, -149561663509.24228, -1348179711227.8752, -111582776846.63399, -2740235245654.7915, -78006506937.96448, -4444044913300.249, -60348566456.09069
128, 0, 0, 68372292592.18403, -11364374581.821497, 98046104690.22911, 46617116693.68446, 92629188650.66943, -119150801163.38528, -48142256027.598915, -215829500696.58432, -725767146905.6368, -150723661775.86642, -1348110660848.861, -112459464973.05803, -2740218413103.339, -78620570455.25136, -4444038508968.948, -60823722802.39333
129, 0, 0, 68964381950.85603, -8036050404.999218, 96706979678.47139, 49319574686.82979, 94650086190.06607, -117593269858.4227, -46092882629.30873, -216468330099.49966, -725536631894.3383, -151885293179.35733, -1348041070284.1594, -113336108037.16302, -2740201448571.192, -79234630185.83371, -4444032054410.818, -61298878461.26206
130, 0, 0, 69352035616.64836, -4683897181.845407, 95292849873.90105, 51983780911.68153, 96643680192.8327, -116001816514.21574, -44039290273.05324, -217087346196.01416, -725304351000.2135, -153046554909.41974, -1347970939566.2222, -114212705688.06352, -2740184352059.272, -79848686100.1388, -4444025549625.934, -61774033427.326675
131, 0, 0, 69534804195.50102, -1317902253.4456444, 93804796826.14206, 54607660725.44002, 98609413187.03362, -114376921363.85527, -41981677182.27425, -217686542894.24747, -725070304871.0292, -154207444157.05127, -1347900268727.7524, -115089257574.90121, -2740167123568.5073, -80462738168.59413, -4444018994614.371, -62249187695.21697
132, 0, 0, 69512477496.12668, 2051981042.5246177, 92243959106.32971, 57189169464.076515, 100546736188.44556, -112719073386.30531, -39920240975.75957, -218265916122.4018, -724834494159.416, -155367958114.55203, -1347829057801.7048, -115965763346.84515, -2740149763099.834, -81076786361.62749, -4444012389376.207, -62724341259.56277
133, 0, 0, 69285081297.73965, 5415808946.675853, 90611531509.52571, 59726293990.33501, 102455108823.31975, -111028770155.83017, -37855178648.02274, -218825463809.56894, -724596919522.8658, -156528093975.53418, -1347757306821.2852, -116842222653.09195, -2740132270654.195, -81690830649.66689, -4444005733911.519, -63199494114.99387
134, 0, 0, 68852877743.20107, 8763622829.711077, 88908764216.13731, 62217054222.409386, 104333999448.4884, -109306517690.21869, -35786686550.13952, -219365185866.42395, -724357581623.7283, -157687848934.93164, -1347685015819.9504, -117718635142.86594, -2740114646232.5396, -82304871003.14062, -4443999028220.384, -63674646256.14012
135, 0, 0, 68216369363.188286, 12085424780.466303, 87136961912.69775, 64659504642.26667, 106182885268.8241, -107552830297.85043, -33714960371.038116, -219885084165.81503, -724116481129.2076, -158847220189.00955, -1347612184831.4092, -118595000465.41946, -2740096889835.8257, -82918907392.47725, -4443992272302.881, -64149797677.63135
136, 0, 0, 67376306788.80248, 15371153294.18504, 85297482872.3876, 67051735782.58642, 108001252452.06155, -105768230423.64743, -31640195119.240326, -220385162523.2592, -723873618711.3596, -160006204935.37396, -1347538813889.6208, -119471318270.03304, -2740079001465.0176, -83532939788.10558, -4443985466159.089, -64624948374.0974
137, 0, 0, 66333700262.2646, 18610659137.646477, 83391737995.70033, 69391875691.28636, 109788596240.99135, -103953248493.954, -29562585105.050194, -220865426677.35254, -723628995047.0883, -161164800372.98138, -1347464903028.7961, -120347588206.01555, -2740060981121.087, -84146968160.45468, -4443978609789.088, -65100098340.16812
138, 0, 0, 65089835108.35695, 21793681488.868584, 81421189811.67871, 71678091372.60448, 111544421063.03606, -102108422760.38629, -27482323923.18693, -221325884270.1046, -723382610818.1425, -162323003702.14832, -1347390452283.397, -121223809922.7045, -2740042828805.0127, -84760992479.95393, -4443971703192.957, -65575247570.47339
139, 0, 0, 63646291383.28952, 24909824479.618706, 79387351440.17352, 73908590203.7084, 113268240637.21954, -100234299142.69193, -25399604435.858578, -221766544827.20526, -723134466711.1128, -163480812124.56085, -1347315461688.1365, -122099983069.46619, -2740024544517.7803, -85375012717.03293, -4443964746370.777, -66050396059.643074
140, 0, 0, 62004967972.7966, 27948534310.20844, 77291785515.60071, 76081621325.80406, 114959578078.54063, -98331431070.65907, -23314618756.27274, -222187419738.23303, -722884563417.4283, -164638222843.2842, -1347239931277.9788, -122976107295.69594, -2740006128260.383, -85989028842.12157, -4443957739322.631, -66525543802.30705
141, 0, 0, 60168111467.35713, 30899077159.781494, 75136103072.69894, 78195477008.71706, 116617965999.76277, -96400379325.11356, -21227558232.58064, -222588522236.8131, -722632901633.3531, -165795233062.77222, -1347163861088.1392, -123852182250.81828, -2739987580033.821, -86603040825.65002, -4443950682048.599, -67000690793.09522
142, 0, 0, 58138350199.00576, 33750518183.753647, 72921962394.81572, 80248493987.92229, 118242946610.63167, -94441711878.04114, -19138613432.25056, -222969867380.73358, -722379482059.9829, -166951839988.87692, -1347087251154.084, -124728207584.2872, -2739968899839.1016, -87217048638.04874, -4443943574548.764, -67475837026.63748
143, 0, 0, 55918733880.31619, 36491701975.985825, 70651067825.27661, 82239054773.0002, 119834071814.53322, -92456003731.87138, -17047974126.866661, -223331472032.02774, -722124305403.2417, -168108040828.85806, -1347010101511.5303, -125604182945.58629, -2739950087677.2393, -87831052249.74841, -4443936416823.209, -67950982497.563736
144, 0, 0, 53512779340.20079, 39111234979.98551, 68325168542.42025, 84165588926.50107, 121390903302.60417, -90443836757.95837, -14955829277.348988, -223673354837.03052, -721867372373.8785, -169263832791.3926, -1346932412196.4463, -126480107984.229, -2739931143549.2563, -88445051631.18007, -4443929208872.019, -68426127200.50391
145, 0, 0, 50924522900.701385, 41597470464.85792, 65946057298.908875, 86026574312.20306, 122913012645.30847, -88405799534.29256, -12862367019.590467, -223995536206.41666, -721608683687.4641, -170419213086.5842, -1346854183245.0515, -127355982349.75887, -2739912067456.181, -89059046752.77496, -4443921950695.276, -68901271130.08792
146, 0, 0, 48158579980.26845, 43938496842.389755, 63515569125.95332, 87820538311.75435, 124399981381.49205, -86342487182.47697, -10767774650.506474, -224298038295.2282, -721348240064.387, -171574178925.97272, -1346775414693.816, -128231805691.74966, -2739892859399.05, -89673037584.96468, -4443914642293.067, -69376414280.94572
147, 0, 0, 45220212536.86214, 46122130296.62458, 61035580003.12, 89546059008.69511, 125851401104.92943, -84254501204.00035, -8672238614.492538, -224580884982.89883, -721086042229.8505, -172728727522.54367, -1346696106579.4604, -129107577659.80563, -2739873519378.906, -90287024098.18106, -4443907283665.477, -69851556647.70726
148, 0, 0, 42115404971.17169, 48135912932.07941, 58508005494.41722, 91201766338.86194, 127266873548.37515, -82142449315.83806, -6575944490.285645, -224844101853.28168, -720822090913.8689, -173882856090.73773, -1346616258938.9573, -129983297903.56172, -2739854047396.7993, -90901006262.85625, -4443899874812.591, -70326698225.00249
149, 0, 0, 38850949086.20595, 49967117927.00509, 55934799351.3881, 92786343206.18387, 128646010665.13362, -80006945285.41167, -4479076978.224458, -225087716174.6882, -720556386851.2645, -175036561846.46017, -1346535871809.5288, -130858966072.68376, -2739834443453.7876, -91514984049.42267, -4443892415734.496, -70801839007.46138
150, 0, 0, 35434538630.810875, 51602763509.11531, 53317952083.96791, 94298526562.88828, 129988434708.16055, -77848608764.93633, -2381819887.9037857, -225311756879.94464, -720288930781.6635, -176189842007.0903, -1346454945228.6487, -131734581816.86867, -2739814707550.936, -92128957428.31303, -4443884906431.279, -71276978989.71391
151, 0, 0, 31874873823.2669, 53029637957.16602, 50659489499.894684, 95737108453.14331, 131293778306.7095, -75668065125.1845, -284356126.2184608, -225516254546.47244, -720019723449.4926, -177342693791.49094, -1346373479234.0413, -132610144785.84467, -2739794839689.316, -92742926369.96036, -4443877346903.028, -71752118166.39008
152, 0, 0, 28181776033.57065, 54234338274.42796, 47961471213.49322, 97100937019.17441, 132561684540.53688, -73465945288.6937, 1813132314.2082107, -225701241376.3996, -719748765603.9755, -178495114420.01776, -1346291473863.6816, -133485654629.3715, -2739774839870.007, -93356890844.79796, -4443869737149.832, -72227256532.11986
153, 0, 0, 24366312469.513016, 55203325676.95008, 45225989124.68448, 98388917468.9035, 133791807011.67876, -71242885562.44496, 3910464366.2163677, -225866751176.70853, -719476057999.1295, -179647101114.52884, -1346208929155.7954, -134361110997.24066, -2739754708094.0947, -93970850823.25943, -4443862077171.779, -72702394081.53328
154, 0, 0, 20440930225.276905, 55923001581.05172, 42455165869.10438, 99600013004.17209, 134983809913.81279, -68999527470.03787, 6007459898.926871, -226012819339.42712, -719201601393.7617, -180798651098.39395, -1346125845148.8591, -135236513539.27553, -2739734444362.673, -94584806275.77869, -4443854366968.96, -73177530809.26036
155, 0, 0, 16419598367.595322, 56379808340.40008, 39651153240.24828, 100733245708.62308, 136137368099.21829, -66736517583.387054, 8103939728.188982, -226139482821.8684, -718925396551.4652, -181949761596.504, -1346042221881.5996, -136111861905.33163, -2739714048676.842, -95198757172.78993, -4443846606541.464, -73652666709.93112
156, 0, 0, 12317955802.397682, 56560359537.13941, 36816130584.59038, 101787697394.33128, 137252167143.34758, -64454507353.96447, 10199725626.663534, -226246780126.92484, -718647444240.6156, -183100429835.28036, -1345958059392.9946, -136987155745.29688, -2739693521037.7095, -95812703484.72768, -4443838795889.382, -74127801778.1756
157, 0, 0, 8153461428.941366, 56451605115.279945, 33952303170.659557, 102762510406.28833, 138327903407.02136, -62154152943.61075, 12294640333.546741, -226334751283.42252, -718367745234.3676, -184250653042.6844, -1345873357722.2725, -137862394709.0917, -2739672861446.3906, -96426645182.02673, -4443830935012.805, -74602936008.62384
158, 0, 0, 3945541494.407933, 56041036969.23736, 31061900533.086723, 103656888383.86575, 139364284096.2608, -59836115054.9381, 14388507563.939821, -226403437826.5409, -718086300310.6505, -185400428448.22665, -1345788116908.9119, -138737578446.6693, -2739652069904.007, -97040582235.12222, -4443823023911.825, -75078069395.90591
159, 0, 0, -284272933.5965452, 55316940638.81062, 28147174792.67122, 104470096978.3984, 140361027319.7689, -57501058761.34676, 16481152017.869652, -226452882778.30298, -717803110252.1656, -186549753282.9763, -1345702336992.642, -139612706608.01587, -2739631146411.688, -97654514614.44958, -4443815062586.535, -75553201934.65189
160, 0, 0, -4512227873.062443, 54268698340.654816, 25210398953.54729, 105201464526.05093, 141317862144.07285, -55149653336.675835, 18572399388.965706, -226483130628.14114, -717518175846.3816, -187698624779.57043, -1345616018013.4429, -140487778843.15073, -2739610090970.5703, -98268442290.44456, -4443807051037.027, -76028333619.49185
161, 0, 0, -8712260007.30729, 52887147462.02158, 22253865178.56442, 105850382675.15137, 142234528646.33997, -52782572084.509056, 20662076372.798534, -226494227313.54343, -717231497885.531, -188847040172.22348, -1345529160011.5444, -141362794802.12662, -2739588903581.797, -98882365233.54321, -4443798989263.396, -76503464445.05588
162, 0, 0, -12855957301.195267, 51164996585.9363, 19279883044.02836, 106416306967.19934, 143110777964.8782, -50400492167.155014, 22750010674.88511, -226486220200.78482, -716943077166.6066, -189994996696.73642, -1345441763027.4272, -142237754135.02988, -2739567584246.519, -99496283414.1819, -4443790877265.736, -76978594405.97409
163, 0, 0, -16912585114.001982, 49097297812.12077, 16290777774.982384, 106898757370.78076, 143946372347.33286, -48004094434.32083, 24836031018.366333, -226459158065.7484, -716652914491.3572, -191142491590.50616, -1345353827101.8225, -143112656491.98065, -2739546132965.894, -100110196802.79732, -4443782715044.142, -77453723496.87659
164, 0, 0, -20849198990.72735, 46681969304.90913, 13288888462.240828, 107297318767.64697, 144741085196.59033, -45594063251.49768, 26919967151.362053, -226413091074.84027, -716361010666.2843, -192289522092.53485, -1345265352275.7114, -143987501523.1331, -2739524549741.0874, -100724105369.82648, -4443774502598.708, -77928851712.3935
165, 0, 0, -24630867051.879963, 43920355449.1459, 10276566262.419128, 107611641390.24394, 145494701114.39954, -43171086328.07584, 29001649854.008926, -226348070766.00272, -716067366502.6381, -193436085443.43906, -1345176338590.3254, -144862288878.67554, -2739502834573.271, -101338009085.7067, -4443766239929.531, -78403979047.15495
